Name;Country;Industry;Year of foundation;Year;Revenue;Net Income;Privacy;Size;CEO Name;Headquarters
Company_00236;France;Healthcare;1998;2023;89851122.54;10722035.61;Public;500-1000 employees;Carlos Chen;Toronto, France
Company_00237;Australia;Finance;2014;2023;84144978.49;18393677.59;Public;500-1000 employees;Jane Johnson;Mumbai, Australia
Company_00238;Canada;Energy;1977;2024;92154480.47;5600027.69;Public;1000-5000 employees;Anna Kumar;Berlin, Canada
Company_00239;Australia;Software;1965;2022;36351082.24;6522321.65;Private;500-1000 employees;Sofia Wang;Mumbai, Australia
Company_00240;Canada;Retail;1991;2024;9859388.11;2187365.39;Public;5000-10000 employees;Sofia Johnson;Sydney, Canada
Company_00241;Australia;Logistics;1988;2023;13206170.68;2019373.4;Private;5000-10000 employees;Sofia Garcia;Tokyo, Australia
Company_00242;USA;Retail;1993;2024;61968373.18;5106699.75;Public;200-500 employees;Raj Garcia;Mumbai, USA
Company_00243;Germany;Healthcare;1965;2022;16381046.43;1206443.43;Private;1000-5000 employees;John Smith;Sydney, Germany
Company_00244;China;Manufacturing;1982;2021;26087048.62;2505708.83;Private;50-200 employees;John Wang;Berlin, China
Company_00245;India;Logistics;2006;2023;25326766.59;3896762.94;Public;1000-5000 employees;Michael Silva;Paris, India
Company_00246;France;Manufacturing;1977;2023;49444704.85;6934755.45;Private;500-1000 employees;Anna Müller;Sydney, France
Company_00247;Australia;Manufacturing;2016;2021;87417459.44;8275504.05;Public;50-200 employees;Raj Chen;São Paulo, Australia
Company_00248;Australia;Energy;1994;2024;38026693.41;3524035.97;Private;5000-10000 employees;Carlos Wang;São Paulo, Australia
Company_00249;Germany;Education;1978;2024;24660579.58;3295156.37;Public;1000-5000 employees;Sofia Brown;Paris, Germany
Company_00250;Australia;Logistics;1986;2021;9823219.98;787626.05;Private;200-500 employees;Sofia Chen;Paris, Australia
Company_00251;Germany;Logistics;1962;2022;98605580.09;5287392.29;Private;500-1000 employees;Robert Müller;Toronto, Germany
Company_00252;France;Software;1983;2022;30281700.64;6675425.19;Private;1000-5000 employees;Yuki Johnson;São Paulo, France
Company_00253;France;Healthcare;1950;2023;16590103.85;3095548.98;Private;5000-10000 employees;Liu Müller;São Paulo, France
Company_00254;Germany;Manufacturing;1951;2024;12034677.51;959909.2;Private;200-500 employees;Raj Tanaka;New York, Germany
Company_00255;Japan;Retail;1951;2022;50456491.51;7751362.27;Public;200-500 employees;Yuki Silva;Sydney, Japan
Company_00256;Canada;Energy;2001;2023;98406968.36;5419235.09;Private;50-200 employees;Sofia Wang;São Paulo, Canada
Company_00257;China;Logistics;2015;2021;36915664.55;4349510.07;Public;500-1000 employees;Jane Chen;London, China
Company_00258;Canada;Healthcare;2022;2024;81963985.97;12630698.07;Public;500-1000 employees;Sofia Smith;Toronto, Canada
Company_00259;Germany;Manufacturing;1959;2024;26394669.41;5129184.92;Public;50-200 employees;Anna Müller;Beijing, Germany
Company_00260;Germany;Logistics;1978;2021;36938327.32;3690960.7;Public;200-500 employees;Raj Johnson;Paris, Germany
Company_00261;Germany;Energy;1954;2021;14994146.1;3434035.32;Private;5000-10000 employees;Yuki Garcia;Tokyo, Germany
Company_00262;Japan;Energy;1969;2022;20338472.06;2519162.9;Private;500-1000 employees;Raj Müller;Mumbai, Japan
Company_00263;UK;Manufacturing;2006;2022;42432544.2;5203186.43;Private;50-200 employees;Raj Tanaka;New York, UK
Company_00264;Germany;Software;1988;2023;7450693.48;510439.82;Public;500-1000 employees;Robert Kumar;Toronto, Germany
Company_00265;Australia;Logistics;1976;2024;96281187.85;16793632.94;Public;500-1000 employees;Robert Tanaka;Beijing, Australia
Company_00266;Canada;Logistics;1992;2021;67107576.17;5273361.71;Private;1000-5000 employees;Jane Garcia;Sydney, Canada
Company_00267;Australia;Logistics;1974;2022;32362903.6;5377549.9;Private;500-1000 employees;Anna Smith;New York, Australia
Company_00268;India;Finance;1952;2023;5496508.8;951948.63;Private;500-1000 employees;Sofia Garcia;São Paulo, India
Company_00269;India;Logistics;1953;2024;73592368.25;16187475.66;Private;500-1000 employees;Jane Chen;Sydney, India
Company_00270;Canada;Healthcare;1977;2024;49568215.56;10305382.28;Public;1000-5000 employees;Sofia Tanaka;Beijing, Canada
Company_00271;Canada;Finance;1955;2021;2556699.42;290930.26;Private;50-200 employees;Raj Smith;Toronto, Canada
Company_00272;France;Finance;1998;2024;1920639.02;331421.28;Private;500-1000 employees;Jane Garcia;São Paulo, France
Company_00273;India;Manufacturing;1987;2024;13739139.11;1907110.21;Public;500-1000 employees;Yuki Tanaka;London, India
Company_00274;Japan;Software;2018;2023;79789638.3;16744848.76;Public;200-500 employees;Yuki Kumar;New York, Japan
Company_00275;Germany;Manufacturing;1994;2021;83620133.98;7871701.97;Private;200-500 employees;Liu Smith;Berlin, Germany
Company_00276;UK;Manufacturing;1983;2023;45587957.88;9992515.79;Public;1000-5000 employees;Jane Brown;Berlin, UK
Company_00277;India;Retail;1954;2022;10510864.46;2334686.09;Public;5000-10000 employees;Michael Wang;São Paulo, India
Company_00278;Brazil;Finance;1999;2024;82476658.62;5438263.36;Public;1000-5000 employees;Yuki Wang;Beijing, Brazil
Company_00279;Canada;Retail;1956;2024;84722979.56;8544012.01;Public;200-500 employees;Anna Müller;Toronto, Canada
Company_00280;Canada;Retail;1959;2023;6728723.49;1066871.42;Private;50-200 employees;Anna Chen;Mumbai, Canada
Company_00281;China;Manufacturing;1952;2021;46876522.92;8850570.94;Private;1000-5000 employees;Robert Chen;Beijing, China
Company_00282;USA;Education;1959;2024;39894201.15;5676836.38;Public;200-500 employees;Anna Müller;London, USA
Company_00283;UK;Healthcare;1985;2022;96632207.02;8080111.97;Public;5000-10000 employees;Yuki Chen;Paris, UK
Company_00284;USA;Healthcare;1997;2021;44282892.83;4022889.4;Private;1000-5000 employees;Michael Johnson;Toronto, USA
Company_00285;USA;Finance;1963;2022;13715420.85;1657244.28;Public;5000-10000 employees;Raj Garcia;Toronto, USA
Company_00286;Germany;Manufacturing;1950;2023;83321825.88;14124447.51;Public;50-200 employees;Michael Johnson;New York, Germany
Company_00287;India;Manufacturing;1990;2024;65494196.26;10249846.47;Private;200-500 employees;Robert Brown;New York, India
Company_00288;Australia;Energy;1989;2023;57419468.89;5284852.03;Private;50-200 employees;John Tanaka;Beijing, Australia
Company_00289;Canada;Retail;1956;2022;71159214.09;10649100.82;Public;1000-5000 employees;Raj Müller;Mumbai, Canada
Company_00290;China;Manufacturing;2002;2023;38572811.6;6246018.68;Public;5000-10000 employees;Jane Smith;London, China
Company_00291;Canada;Healthcare;1999;2022;34945341.13;1913318.19;Private;500-1000 employees;Sofia Tanaka;Beijing, Canada
Company_00292;Germany;Logistics;1994;2022;18965066.3;4396219.63;Public;50-200 employees;Carlos Brown;Tokyo, Germany
Company_00293;China;Finance;2001;2024;35965192.2;4497480.86;Private;200-500 employees;Anna Wang;São Paulo, China
Company_00294;India;Healthcare;1984;2024;41635172.4;5096856.74;Private;500-1000 employees;Michael Brown;São Paulo, India
Company_00295;UK;Retail;2006;2023;7032696.34;893030.37;Private;50-200 employees;Robert Tanaka;Sydney, UK
Company_00296;China;Energy;1993;2022;78119074.76;4382680.15;Public;50-200 employees;Raj Garcia;London, China
Company_00297;Japan;Finance;1962;2024;23783478.11;1848102.94;Private;500-1000 employees;Carlos Brown;São Paulo, Japan
Company_00298;USA;Energy;1966;2024;27432200.68;5812204.09;Public;50-200 employees;Robert Johnson;Mumbai, USA
Company_00299;Canada;Education;2015;2021;64014597.4;12444535.19;Private;50-200 employees;John Wang;Berlin, Canada
Company_00300;Brazil;Software;1985;2023;64607880.03;9799476.46;Private;5000-10000 employees;Jane Kumar;Beijing, Brazil
Company_00301;Australia;Software;1971;2022;97460183.59;8800064.16;Private;200-500 employees;John Silva;Berlin, Australia
Company_00302;UK;Manufacturing;1993;2022;51344843.77;10103055.52;Public;500-1000 employees;Sofia Johnson;Tokyo, UK
Company_00303;UK;Education;1957;2022;74795056.62;4037058.3;Public;5000-10000 employees;Jane Müller;London, UK
Company_00304;India;Software;1998;2024;27601624.98;2363902.02;Public;5000-10000 employees;Sofia Silva;Beijing, India
Company_00305;UK;Energy;1973;2021;29401068.46;2631756.34;Public;5000-10000 employees;Robert Johnson;London, UK
Company_00306;Brazil;Education;1989;2023;78856177.16;10571220.43;Private;500-1000 employees;Sofia Wang;Mumbai, Brazil
Company_00307;India;Energy;2019;2023;6653367.2;573164.7;Public;500-1000 employees;Yuki Müller;New York, India
Company_00308;China;Finance;2014;2023;5294157.52;483518.41;Private;50-200 employees;Yuki Tanaka;Berlin, China
Company_00309;USA;Finance;1973;2022;45164995.5;4895388.89;Private;200-500 employees;John Johnson;Paris, USA
Company_00310;Australia;Education;1950;2021;99357707.15;6043800.15;Public;1000-5000 employees;John Brown;São Paulo, Australia
Company_00311;USA;Healthcare;2020;2023;98091196.16;19694125.51;Private;500-1000 employees;Michael Garcia;Tokyo, USA
Company_00312;India;Manufacturing;1983;2023;55705751.79;4076802.4;Private;50-200 employees;John Tanaka;Beijing, India
Company_00313;France;Energy;1996;2024;66079527.24;4085666.99;Private;5000-10000 employees;Yuki Kumar;São Paulo, France
Company_00314;Japan;Finance;1973;2023;40424038.65;9271306.5;Public;200-500 employees;Anna Garcia;New York, Japan
Company_00315;USA;Logistics;1983;2022;93899801.38;14187499.67;Public;1000-5000 employees;Michael Chen;Beijing, USA
Company_00316;Brazil;Energy;2011;2021;68007365.58;12487957.22;Private;200-500 employees;Jane Wang;Berlin, Brazil
Company_00317;France;Retail;1984;2024;90889605.26;8418903.71;Private;200-500 employees;Yuki Müller;Beijing, France
Company_00318;France;Healthcare;1984;2022;44394408.81;7193885.35;Public;5000-10000 employees;John Tanaka;São Paulo, France
Company_00319;China;Retail;1987;2024;33458651.21;7776922.93;Private;500-1000 employees;John Wang;Beijing, China
Company_00320;Canada;Software;2018;2023;8994662.64;2047909.71;Private;1000-5000 employees;Anna Chen;Tokyo, Canada
Company_00321;UK;Healthcare;2014;2022;90373502.44;20759540.69;Public;200-500 employees;Michael Wang;Berlin, UK
Company_00322;Australia;Software;2005;2021;78441734.94;10247935.61;Public;50-200 employees;Robert Johnson;Beijing, Australia
Company_00323;China;Manufacturing;1954;2021;44774974.09;2270328.8;Public;50-200 employees;Jane Brown;Mumbai, China
Company_00324;Brazil;Healthcare;1991;2024;6654093.52;506534.96;Public;5000-10000 employees;Sofia Johnson;London, Brazil
Company_00325;Germany;Retail;1952;2023;60695885.11;7038162.9;Public;500-1000 employees;Raj Tanaka;Toronto, Germany
Company_00326;Japan;Logistics;1950;2021;49094563.31;6496613.82;Private;200-500 employees;Sofia Johnson;Mumbai, Japan
Company_00327;India;Logistics;1968;2021;52125086.03;9720057.26;Public;200-500 employees;John Brown;London, India
Company_00328;USA;Energy;2011;2023;55151996.28;13513233.6;Public;50-200 employees;Michael Silva;Mumbai, USA
Company_00329;China;Education;2010;2021;92460275.44;6595256.9;Private;500-1000 employees;Anna Wang;Paris, China
Company_00330;Canada;Finance;2017;2021;89105124.58;8877159.51;Private;200-500 employees;Yuki Garcia;Berlin, Canada
Company_00331;Japan;Manufacturing;1975;2023;34314205.69;5062974.97;Public;50-200 employees;Sofia Silva;Tokyo, Japan
Company_00332;Australia;Manufacturing;1978;2024;9810034.34;2205571.13;Private;5000-10000 employees;Raj Brown;Toronto, Australia
Company_00333;Japan;Energy;1953;2022;98069423.08;10922944.25;Private;1000-5000 employees;Carlos Smith;Sydney, Japan
Company_00334;USA;Retail;1962;2022;93859866.34;21836975.78;Private;5000-10000 employees;Liu Silva;Toronto, USA
Company_00335;USA;Healthcare;1990;2021;70622166.05;15135668.02;Public;5000-10000 employees;Robert Johnson;Mumbai, USA
Company_00336;Brazil;Education;1968;2024;89399879.41;15357374.16;Public;5000-10000 employees;Anna Kumar;Tokyo, Brazil
Company_00337;UK;Manufacturing;1978;2022;83751157.59;10964224.61;Private;1000-5000 employees;Carlos Tanaka;Berlin, UK
Company_00338;Brazil;Logistics;1996;2021;65289927.77;16126985.7;Private;5000-10000 employees;Anna Wang;Tokyo, Brazil
Company_00339;Canada;Finance;1985;2023;4965853.88;676262.3;Private;5000-10000 employees;Michael Silva;Beijing, Canada
Company_00340;Australia;Manufacturing;1972;2021;41517350.78;5453349.99;Public;500-1000 employees;Anna Chen;São Paulo, Australia
Company_00341;India;Software;2013;2021;69524251.66;16003508.95;Public;500-1000 employees;Robert Müller;Toronto, India
Company_00342;Brazil;Software;2002;2024;76315396.08;4448549.4;Public;50-200 employees;Sofia Müller;São Paulo, Brazil
Company_00343;Brazil;Retail;2010;2021;23385541.29;4647311.14;Public;1000-5000 employees;Liu Tanaka;New York, Brazil
Company_00344;China;Software;2016;2024;31870845.58;6469755.07;Private;5000-10000 employees;Michael Tanaka;Paris, China
Company_00345;Brazil;Manufacturing;2015;2021;37445611.43;4677784.19;Public;1000-5000 employees;Sofia Garcia;Beijing, Brazil
Company_00346;Japan;Finance;1984;2024;66035171.24;11309889.47;Private;500-1000 employees;Sofia Tanaka;Tokyo, Japan
Company_00347;Canada;Finance;2001;2021;80513066.86;12789350.12;Private;200-500 employees;Anna Tanaka;Paris, Canada
Company_00348;Australia;Retail;2010;2024;54305850.52;5631094.43;Public;200-500 employees;Michael Wang;Beijing, Australia
Company_00349;China;Education;1974;2021;73431811.36;5470288.51;Public;1000-5000 employees;Liu Brown;Tokyo, China
Company_00350;Australia;Logistics;2017;2024;5857120.87;1118039.59;Private;500-1000 employees;Liu Wang;Tokyo, Australia
Company_00351;Canada;Healthcare;2004;2022;37198024.68;2615027.74;Private;5000-10000 employees;Carlos Brown;London, Canada
Company_00352;UK;Logistics;2013;2024;3569726.54;845524.83;Private;1000-5000 employees;Michael Chen;London, UK
Company_00353;Canada;Education;1993;2023;4514559.0;912403.83;Private;50-200 employees;Carlos Silva;Mumbai, Canada
Company_00354;Australia;Manufacturing;2000;2021;31069165.17;3809083.09;Public;200-500 employees;Robert Müller;Mumbai, Australia
Company_00355;Germany;Retail;1997;2023;57580992.68;3125266.27;Private;200-500 employees;Michael Johnson;Toronto, Germany
Company_00356;Australia;Software;1964;2023;94772697.82;22495505.43;Public;500-1000 employees;Robert Chen;Berlin, Australia
Company_00357;UK;Finance;1953;2023;91270768.46;13802979.05;Public;50-200 employees;Jane Chen;Paris, UK
Company_00358;Germany;Energy;1990;2021;60678088.82;10548008.23;Public;5000-10000 employees;John Silva;Sydney, Germany
Company_00359;Brazil;Education;1957;2021;52589634.55;8429363.46;Private;5000-10000 employees;Robert Garcia;London, Brazil
Company_00360;Germany;Healthcare;1957;2021;7811572.96;1101621.35;Private;1000-5000 employees;Anna Smith;New York, Germany
Company_00361;Germany;Finance;1994;2024;31480175.02;2507317.21;Public;1000-5000 employees;John Smith;London, Germany
Company_00362;Canada;Education;2006;2023;94682464.68;17955986.2;Public;1000-5000 employees;Raj Silva;Toronto, Canada
Company_00363;Germany;Manufacturing;1959;2024;90702237.44;11706368.62;Private;500-1000 employees;Jane Garcia;Toronto, Germany
Company_00364;Canada;Healthcare;2002;2024;3732726.71;258281.19;Public;5000-10000 employees;Yuki Kumar;Paris, Canada
Company_00365;USA;Retail;1985;2024;32385717.88;3648102.41;Private;1000-5000 employees;Anna Tanaka;London, USA
Company_00366;Germany;Energy;1951;2024;60028264.52;8060885.68;Public;1000-5000 employees;Michael Wang;London, Germany
Company_00367;Brazil;Finance;2019;2023;42927524.82;4839111.94;Public;50-200 employees;Michael Kumar;London, Brazil
Company_00368;Japan;Logistics;1952;2021;78337348.21;17022344.91;Public;1000-5000 employees;Jane Kumar;Tokyo, Japan
Company_00369;USA;Healthcare;2020;2021;44037104.84;2388177.65;Private;1000-5000 employees;Yuki Garcia;London, USA
Company_00370;Germany;Manufacturing;2011;2022;99664723.6;17327965.13;Public;50-200 employees;Raj Tanaka;Toronto, Germany
Company_00371;Brazil;Finance;1995;2024;8142701.7;835078.23;Private;50-200 employees;Carlos Müller;Mumbai, Brazil
Company_00372;USA;Retail;1957;2024;51481344.55;6076355.37;Private;50-200 employees;Robert Kumar;London, USA
Company_00373;Germany;Finance;2008;2023;90638906.18;12184474.78;Public;200-500 employees;Carlos Tanaka;Paris, Germany
Company_00374;Canada;Finance;1977;2024;62200066.02;8768800.41;Public;50-200 employees;Sofia Johnson;Toronto, Canada
Company_00375;Australia;Logistics;2016;2023;44733296.4;9786520.1;Private;200-500 employees;Sofia Johnson;Toronto, Australia
Company_00376;USA;Finance;2004;2021;46628779.91;4101598.53;Public;5000-10000 employees;Jane Wang;Mumbai, USA
Company_00377;UK;Logistics;1963;2021;23545180.87;5073599.7;Private;50-200 employees;Sofia Wang;Berlin, UK
Company_00378;Brazil;Logistics;2019;2024;40387511.73;10012456.42;Private;5000-10000 employees;John Müller;Mumbai, Brazil
Company_00379;India;Logistics;1966;2024;92267322.72;22752869.53;Private;500-1000 employees;Anna Wang;London, India
